support,itemsets,itemset_length
0.0675,DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_HIGH & USER_REENTRY,4
0.0675,DEPTH_HIGH & PATTERN_A_T_A & TOOL_HIGH & USER_REENTRY,4
0.0675,DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_HIGH & USER_REENTRY,4
0.0675,DEPTH_HIGH & SEQ_LONG & TOOL_HIGH & USER_REENTRY,4
0.0675,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.0675,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0675,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0675,DEPTH_HIGH & TOOL_HIGH & USER_REENTRY,3
0.0675,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & USER_REENTRY,3
0.06725,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM,4
0.06725,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.06725,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.06725,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM,3
0.06725,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE & SEQ_SHORT,3
0.06725,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.06725,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE,2
0.0665,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.0665,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_MEDIUM,4
0.0665,DEPTH_LOW & FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_SHORT,4
0.0665,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & TOOL_MEDIUM,3
0.0665,DEPTH_LOW & FAILURE_NO_FAILURE & NO_USER_REENTRY,3
0.06625,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT,3
0.06625,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING,2
0.066,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.066,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.066,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.066,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & USER_REENTRY,3
0.066,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A,3
0.06575,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & USER_REENTRY,4
0.065,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.065,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.065,DEPTH_MEDIUM & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.065,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.065,DEPTH_MEDIUM & PATTERN_A_T_A & TOOL_MEDIUM,3
0.065,DEPTH_MEDIUM & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.065,DEPTH_MEDIUM & TOOL_MEDIUM,2
0.0645,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.0645,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A,3
0.0645,DEPTH_MEDIUM & NO_USER_REENTRY & TOOL_MEDIUM,3
0.0645,DEPTH_MEDIUM & SEQ_MEDIUM & TOOL_MEDIUM,3
0.06425,DEPTH_MEDIUM & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_MEDIUM,4
0.064,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.064,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.064,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & USER_REENTRY,3
0.06375,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_LOW,3
0.063,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.063,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.063,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.063,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.06275,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & TOOL_LOW,3
0.0625,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0625,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0625,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0625,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & USER_REENTRY,3
0.0625,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.0615,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.06125,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.061,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_LONG,4
0.061,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_LONG,4
0.061,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.061,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.061,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.061,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,4
0.061,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.061,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.061,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.061,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG,3
0.061,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.061,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_LONG,3
0.061,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.061,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_LONG,3
0.061,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.061,FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG,2
0.06075,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.06075,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.06075,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.0605,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A,3
0.06,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.05975,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_LOW,4
0.0595,FAILURE_PARAMETER_HALLUCINATION & TOOL_LOW,2
0.059,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM & USER_REENTRY,4
0.059,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,4
0.059,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.059,FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM & USER_REENTRY,3
0.05875,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & TOOL_MEDIUM & USER_REENTRY,4
0.05875,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,4
0.05875,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.05875,FAILURE_PARAMETER_HALLUCINATION & TOOL_MEDIUM & USER_REENTRY,3
0.0585,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,4
0.0585,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.0585,FAILURE_WRONG_TOOL_SELECTION & TOOL_MEDIUM & USER_REENTRY,3
0.0585,FAILURE_NO_FAILURE & TOOL_LOW,2
0.05825,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & TOOL_MEDIUM & USER_REENTRY,4
0.0575,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,4
0.0575,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.0575,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.0575,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_LONG,3
0.0575,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_LONG,3
0.0575,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.0575,FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG,2
0.05725,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_LONG,4
0.05725,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_LONG,4
0.05725,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.05725,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,4
0.05725,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.05725,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.05725,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & SEQ_LONG,3
0.05725,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & TOOL_LOW,3
0.05725,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & TOOL_MEDIUM,3
0.05725,FAILURE_WRONG_TOOL_SELECTION & NO_USER_REENTRY & PATTERN_A_T_A,3
0.057,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & TOOL_MEDIUM,4
0.05675,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_LONG,4
0.05675,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_LONG,4
0.05675,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.05675,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,4
0.05675,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.05675,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.05675,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG,3
0.05675,FAILURE_NO_FAILURE & PATTERN_A_T_A & TOOL_LOW,3
0.05675,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_LONG,3
0.05675,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_LONG,3
0.05675,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.05675,FAILURE_WRONG_TOOL_SELECTION & SEQ_LONG,2
0.0565,FAILURE_NO_FAILURE & NO_TOOL_CYCLE & SEQ_SHORT,3
0.0565,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & TOOL_LOW,3
0.0565,FAILURE_NO_FAILURE & NO_TOOL_CYCLE,2
0.05625,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.05625,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.05625,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.05625,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.05625,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.05525,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.05525,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_LOW,3
0.055,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION,2
0.05475,FAILURE_NO_FAILURE & NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT,4
0.05475,FAILURE_NO_FAILURE & NO_TOOL & NO_TOOL_CYCLE,3
0.05475,FAILURE_NO_FAILURE & NO_TOOL & SEQ_SHORT,3
0.05475,FAILURE_NO_FAILURE & NO_TOOL,2
0.0545,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.0545,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW & USER_REENTRY,3
0.05425,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.05425,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.05425,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.05425,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A,3
0.05425,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_MEDIUM,3
0.05425,FAILURE_NO_FAILURE & NO_USER_REENTRY & TOOL_LOW,3
0.05375,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT,4
0.05375,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & NO_TOOL_CYCLE,3
0.05375,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & SEQ_SHORT,3
0.05375,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL,2
0.0535,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL & NO_TOOL_CYCLE,4
0.0535,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL & SEQ_SHORT,4
0.0535,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL_CYCLE & SEQ_SHORT,4
0.0535,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & TOOL_LOW,4
0.0535,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL,3
0.0535,DEPTH_LOW & FAILURE_NO_FAILURE & NO_TOOL_CYCLE,3
0.05325,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & NO_TOOL_CYCLE,4
0.05325,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL & SEQ_SHORT,4
0.05325,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE & SEQ_SHORT,4
0.05325,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL,3
0.05325,DEPTH_LOW & FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE,3
0.05325,FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT & USER_REENTRY,3
0.053,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM,4
0.053,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM,3
0.05275,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.05275,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & USER_REENTRY,3
0.05275,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_LOW,3
0.0525,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW & USER_REENTRY,4
0.05225,DEPTH_MEDIUM & NO_TOOL_CYCLE & SEQ_SHORT,3
0.05225,DEPTH_MEDIUM & NO_TOOL_CYCLE,2
0.052,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.052,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.052,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE & TOOL_LOW,3
0.052,FAILURE_EXECUTION_CASCADING_ERROR & ONE_TOOL_CYCLE,2
0.0515,NO_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW & USER_REENTRY,4
0.0515,NO_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,3
0.0515,NO_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,3
0.0515,NO_TOOL_CYCLE & TOOL_LOW,2
0.05125,DEPTH_MEDIUM & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.05125,DEPTH_MEDIUM & NO_TOOL_CYCLE & USER_REENTRY,3
0.05125,FAILURE_PARAMETER_HALLUCINATION & SEQ_SHORT,2
0.051,DEPTH_MEDIUM & NO_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.051,DEPTH_MEDIUM & NO_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,4
0.051,DEPTH_MEDIUM & NO_TOOL_CYCLE & TOOL_LOW,3
0.051,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE & SEQ_SHORT,3
0.051,FAILURE_WRONG_TOOL_SELECTION & NO_TOOL_CYCLE,2
0.05075,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.05075,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.05075,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.05075,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.05075,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.05,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.05,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.05,FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & USER_REENTRY,3
0.05,FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & USER_REENTRY,3
0.04975,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_MEDIUM,4
0.04975,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_MEDIUM,4
0.04975,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.04975,DEPTH_HIGH & NO_USER_REENTRY & TOOL_MEDIUM,3
0.04925,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_LOW,4
0.04925,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.04925,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.04925,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.04925,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.0485,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION & SEQ_SHORT,3
0.0485,DEPTH_LOW & FAILURE_WRONG_TOOL_SELECTION,2
0.048,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A,3
0.04725,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.04725,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.04725,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.04725,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.04725,FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM & TOOL_MEDIUM,3
0.04725,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.04575,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM,4
0.04575,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.04575,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.04575,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.04575,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM,3
0.04575,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.04575,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.0455,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG & USER_REENTRY,4
0.0455,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.0455,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.0455,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.0455,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.0455,FAILURE_PARAMETER_HALLUCINATION & SEQ_LONG & USER_REENTRY,3
0.0455,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE,2
0.04525,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.045,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.045,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.045,FAILURE_NO_FAILURE & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.045,FAILURE_NO_FAILURE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.045,FAILURE_WRONG_TOOL_SELECTION & SEQ_SHORT & USER_REENTRY,3
0.045,FAILURE_NO_FAILURE & PATTERN_A_T_A_T_A,2
0.0445,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,4
0.0445,DEPTH_MEDIUM & FAILURE_PARAMETER_HALLUCINATION & TOOL_LOW,3
0.04425,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.04425,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.04425,FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM & TOOL_MEDIUM,3
0.044,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.044,FAILURE_INTENT_MISUNDERSTANDING & NO_TOOL_CYCLE & USER_REENTRY,3
